time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
10.403556,1.2941,-0.1352,1.1714,1.751
10.423767,-0.055,0.1005,0.0943,0.148
10.453958,-0.1124,-0.3926,-2.008,2.049
10.487755,0.6872,-0.1294,-2.8321,2.917
10.488262,0.6872,-0.1294,-2.8321,2.917
10.505644,0.7049,0.2833,-2.0005,2.14
10.524877,0.8285,0.1666,-1.4656,1.692
10.556392,0.6544,-0.2502,-2.6652,2.756
10.585098,0.5089,-0.2913,-2.8652,2.925
10.605993,0.6282,-0.4932,-1.8418,2.008
10.60691,0.7283,-0.4164,-1.7499,1.941
10.627169,0.8274,-0.2188,-1.3438,1.593
10.656689,0.2085,-0.1828,-1.6787,1.701
10.694229,0.1457,-0.2662,-0.8341,0.888
10.694781,0.1457,-0.2662,-0.8341,0.888
10.709287,0.1361,-0.2569,-0.3944,0.49
10.728747,-0.1471,-0.1607,-0.2432,0.327
10.756624,-0.3031,-0.172,-0.1178,0.368
10.79481,-0.0344,-0.2045,-0.0097,0.208
10.795296,-0.0344,-0.2045,-0.0097,0.208
10.809133,-0.0378,-0.0434,0.0313,0.066
10.829311,0.0096,-0.1659,0.714,0.733
10.856161,0.4132,-0.2311,1.9373,1.994
10.88673,-0.4117,0.4336,2.1935,2.274
10.905605,-0.6698,0.6826,2.2357,2.432
10.924036,0.5067,0.1779,3.4497,3.491
10.938199,1.2569,-0.2525,4.3946,4.578
10.954682,2.0313,-0.6974,5.7993,6.184
10.972291,1.4998,-0.8143,5.7903,6.037
10.991407,-0.0136,-0.9784,4.1715,4.285
11.023466,-0.6622,-1.0522,0.4256,1.314
11.03612,-0.5884,-0.4849,-0.6237,0.985
11.053101,-0.5806,0.1243,-0.5764,0.828
11.089856,-0.5919,-0.4184,0.614,0.95
11.125369,-1.1109,-1.31,-0.2387,1.734
11.126095,-1.1109,-1.31,-0.2387,1.734
11.136421,-1.2525,-1.2364,-0.6087,1.862
11.153885,-1.1515,-1.1667,-1.3055,2.096
11.190375,0.2859,-0.5183,-2.5245,2.593
11.22331,-0.0683,-0.4354,-2.0037,2.052
11.223793,-0.0683,-0.4354,-2.0037,2.052
11.236272,-0.1812,-0.7174,-1.8007,1.947
11.256028,-0.033,-0.9352,-2.2205,2.41
11.291154,0.3742,-0.384,-3.3145,3.358
11.323466,0.2737,-0.3369,-2.1464,2.19
11.324047,0.2737,-0.3369,-2.1464,2.19
11.33768,0.0368,-0.4232,-1.2217,1.293
11.358751,-0.2557,-0.5829,-0.5549,0.844
11.39196,0.1278,-0.5019,-1.0965,1.213
11.424318,0.5836,-0.4448,-1.2629,1.461
11.425232,0.5836,-0.4448,-1.2629,1.461
11.439929,0.4033,-0.4536,-0.953,1.13
11.459468,-0.1864,-0.2816,-0.638,0.722
11.489869,-0.1187,-0.2977,-0.202,0.379
11.515386,0.1107,0.0987,-0.0642,0.162
11.5203,0.1679,0.109,-0.0918,0.22
11.540762,0.1551,0.2282,-0.1468,0.313
11.561639,-0.1228,0.3026,0.0514,0.331
11.588803,-0.1842,0.338,2.0104,2.047
11.626392,-0.1616,0.2992,3.8499,3.865
11.627667,-0.3228,0.4964,3.6742,3.722
11.641705,-0.5846,0.7604,3.2703,3.408
11.662517,-0.2788,0.8025,2.6973,2.828
11.687253,0.8833,0.4096,2.9762,3.131
11.707022,1.4905,-0.2048,3.294,3.621
11.726377,0.7987,-0.55,3.2626,3.404
11.746667,0.7131,-0.6892,3.0276,3.186
11.767459,0.904,-0.6708,2.0799,2.365
11.78914,1.0526,-0.3441,-0.0985,1.112
11.815548,1.3137,-0.3449,-1.626,2.119
11.829217,1.3685,-0.5538,-2.0165,2.499
11.848881,1.117,-0.8004,-1.6799,2.17
11.869111,0.7963,-1.1953,-0.095,1.439
11.906859,0.7609,-1.424,-0.426,1.67
